493,The Brooklyn Follies,Paul Auster,Novel,1
494,Invisible,Paul Auster,Novel,1
495,Moon Palace,Paul Auster,Novel,1
496,Leviathan,Paul Auster,Novel,1
497,The Book of Illusions,Paul Auster,Novel,1
498,Mr. Vertigo,Paul Auster,Novel,1
499,Oracle Night,Paul Auster,Novel,1
500,Man in the Dark,Paul Auster,Novel,1
501,Sunset Park,Paul Auster,Novel,1
502,Winter Journal,Paul Auster,Memoir,1
503,Report from the Interior,Paul Auster,Memoir,1
504,Timbuktu,Paul Auster,Novel,1
505,In the Country of Last Things,Paul Auster,Dystopian Fiction,1
506,The Power of One,Bryce Courtenay,Historical Fiction,1
507,The Pillars of the Earth,Ken Follett,Historical Fiction,1
508,The Thorn Birds,Colleen McCullough,Historical Fiction,1
509,Shogun,James Clavell,Historical Fiction,1
510,Memoirs of a Geisha,Arthur Golden,Historical Fiction,1
511,A Suitable Boy,Vikram Seth,Historical Fiction,1
512,The Three Musketeers,Alexandre Dumas,Historical Fiction,1
513,The Count of Monte Cristo,Alexandre Dumas,Adventure,1
514,The Hunchback of Notre-Dame,Victor Hugo,Historical Fiction,1
515,Ivanhoe,Walter Scott,Historical Fiction,1
516,I, Claudius,Robert Graves,Historical Fiction,1
517,The Name of the Rose,Umberto Eco,Historical Mystery,1
518,Wolf Hall,Hilary Mantel,Historical Fiction,1
519,Bring Up the Bodies,Hilary Mantel,Historical Fiction,1
520,The Mirror & the Light,Hilary Mantel,Historical Fiction,1
521,The Book Thief,Markus Zusak,Historical Fiction,1
522,All the Light We Cannot See,Anthony Doerr,Historical Fiction,1
523,The Help,Kathryn Stockett,Historical Fiction,1
524,The Nightingale,Kristin Hannah,Historical Fiction,1
525,The Alice Network,Kate Quinn,Historical Fiction,1
526,The Other Boleyn Girl,Philippa Gregory,Historical Fiction,1
527,Outlander,Diana Gabaldon,Historical Fiction,1
528,The Clan of the Cave Bear,Jean M. Auel,Prehistoric Fiction,1
529,The Valley of Horses,Jean M. Auel,Prehistoric Fiction,1
530,The Mammoth Hunters,Jean M. Auel,Prehistoric Fiction,1
531,The Plains of Passage,Jean M. Auel,Prehistoric Fiction,1
532,The Shelters of Stone,Jean M. Auel,Prehistoric Fiction,1
533,The Land of Painted Caves,Jean M. Auel,Prehistoric Fiction,1
534,Roots,Alex Haley,Historical Fiction,1
535,Centennial,James A. Michener,Historical Fiction,1
536,Hawaii,James A. Michener,Historical Fiction,1
537,The Source,James A. Michener,Historical Fiction,1
538,Chesapeake,James A. Michener,Historical Fiction,1
539,Poland,James A. Michener,Historical Fiction,1
540,Texas,James A. Michener,Historical Fiction,1
541,Alaska,James A. Michener,Historical Fiction,1
542,Caribbean,James A. Michener,Historical Fiction,1
543,The Covenant,James A. Michener,Historical Fiction,1
544,Space,James A. Michener,Historical Fiction,1
545,The Red Tent,Anita Diamant,Historical Fiction,1
546,The Poisonwood Bible,Barbara Kingsolver,Historical Fiction,1
547,Cold Mountain,Charles Frazier,Historical Fiction,1
548,The English Patient,Michael Ondaatje,Historical Fiction,1
549,Atonement,Ian McEwan,Historical Fiction,1
550,Birdsong,Sebastian Faulks,Historical Fiction,1
551,The Remains of the Day,Kazuo Ishiguro,Historical Fiction,1
552,Alias Grace,Margaret Atwood,Historical Fiction,1
553,Girl with a Pearl Earring,Tracy Chevalier,Historical Fiction,1
554,March,Geraldine Brooks,Historical Fiction,1
555,Year of Wonders,Geraldine Brooks,Historical Fiction,1
556,People of the Book,Geraldine Brooks,Historical Fiction,1
557,The Known World,Edward P. Jones,Historical Fiction,1
558,Possession,A.S. Byatt,Historical Fiction,1
559,Midnight's Children,Salman Rushdie,Magical Realism,1
560,The God of Small Things,Arundhati Roy,Historical Fiction,1
561,A Fine Balance,Rohinton Mistry,Historical Fiction,1
562,Snow Flower and the Secret Fan,Lisa See,Historical Fiction,1
563,The Twentieth Wife,Indu Sundaresan,Historical Fiction,1
564,The Last Queen,C.W. Gortner,Historical Fiction,1
565,The Birth of Venus,Sarah Dunant,Historical Fiction,1
566,The Physician,Noah Gordon,Historical Fiction,1
567,Perfume,Patrick Süskind,Historical Fiction,1
568,The Historian,Elizabeth Kostova,Historical Fiction,1
569,City of Thieves,David Benioff,Historical Fiction,1
570,The Shadow of the Wind,Carlos Ruiz Zafón,Historical Mystery,1
571,The Angel's Game,Carlos Ruiz Zafón,Historical Mystery,1
572,The Prisoner of Heaven,Carlos Ruiz Zafón,Historical Mystery,1
573,The Labyrinth of the Spirits,Carlos Ruiz Zafón,Historical Mystery,1
574,The Cemetery of Forgotten Books,Carlos Ruiz Zafón,Historical Mystery,1
575,The Eight,Katherine Neville,Historical Mystery,1
576,The Rule of Four,Ian Caldwell & Dustin Thomason,Historical Mystery,1
577,The Club Dumas,Arturo Pérez-Reverte,Historical Mystery,1
578,The Alienist,Caleb Carr,Historical Mystery,1
579,Fingersmith,Sarah Waters,Historical Fiction,1
580,Tipping the Velvet,Sarah Waters,Historical Fiction,1
581,Affinity,Sarah Waters,Historical Fiction,1
582,The Night Watch,Sarah Waters,Historical Fiction,1
583,The Little Stranger,Sarah Waters,Gothic Fiction,1
584,The Paying Guests,Sarah Waters,Historical Fiction,1
585,The Crimson Petal and the White,Michel Faber,Historical Fiction,1
586,The Essex Serpent,Sarah Perry,Historical Fiction,1
587,The Miniaturist,Jessie Burton,Historical Fiction,1
588,The Muse,Jessie Burton,Historical Fiction,1
589,The House at Riverton,Kate Morton,Historical Fiction,1
590,The Forgotten Garden,Kate Morton,Historical Fiction,1
591,The Distant Hours,Kate Morton,Historical Fiction,1
592,The Secret Keeper,Kate Morton,Historical Fiction,1
593,The Lake House,Kate Morton,Historical Fiction,1
594,The Clockmaker's Daughter,Kate Morton,Historical Fiction,1
595,The Boy in the Striped Pajamas,John Boyne,Historical Fiction,1
596,The Heart's Invisible Furies,John Boyne,Historical Fiction,1
597,The Tattooist of Auschwitz,Heather Morris,Historical Fiction,1
598,Cilka's Journey,Heather Morris,Historical Fiction,1
599,A Gentleman in Moscow,Amor Towles,Historical Fiction,1
600,Rules of Civility,Amor Towles,Historical Fiction,1
601,The Lincoln Highway,Amor Towles,Historical Fiction,1
602,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer & Annie Barrows,Historical Fiction,1
603,The Orphan Train,Christina Baker Kline,Historical Fiction,1
604,Before We Were Yours,Lisa Wingate,Historical Fiction,1
605,Pachinko,Min Jin Lee,Historical Fiction,1
606,Homegoing,Yaa Gyasi,Historical Fiction,1
607,Transcendent Kingdom,Yaa Gyasi,Fiction,1
608,The Water Dancer,Ta-Nehisi Coates,Historical Fiction,1
609,Beloved,Toni Morrison,Historical Fiction,1
610,Song of Solomon,Toni Morrison,Historical Fiction,1
611,Sula,Toni Morrison,Historical Fiction,1
612,Tar Baby,Toni Morrison,Historical Fiction,1
613,Paradise,Toni Morrison,Historical Fiction,1
614,Jazz,Toni Morrison,Historical Fiction,1
615,Love,Toni Morrison,Historical Fiction,1
616,A Mercy,Toni Morrison,Historical Fiction,1
617,Home,Toni Morrison,Historical Fiction,1
618,God Help the Child,Toni Morrison,Historical Fiction,1
619,The Underground Railroad,Colson Whitehead,Historical Fiction,1
620,The Nickel Boys,Colson Whitehead,Historical Fiction,1
621,Harlem Shuffle,Colson Whitehead,Historical Fiction,1
622,Washington Black,Esi Edugyan,Historical Fiction,1
623,Half-Blood Blues,Esi Edugyan,Historical Fiction,1
624,The Color Purple,Alice Walker,Historical Fiction,1
625,The Warmth of Other Suns,Isabel Wilkerson,Historical Non-Fiction,1
626,Caste,Isabel Wilkerson,Historical Non-Fiction,1
627,Barracoon,Zora Neale Hurston,Historical Non-Fiction,1
628,Their Eyes Were Watching God,Zora Neale Hurston,Historical Fiction,1
629,The Water Dancer,Ta-Nehisi Coates,Historical Fiction,1
630,Between the World and Me,Ta-Nehisi Coates,Memoir,1
631,The Beautiful Struggle,Ta-Nehisi Coates,Memoir,1
632,We Were Eight Years in Power,Ta-Nehisi Coates,Essays,1
633,The Good Lord Bird,James McBride,Historical Fiction,1
634,Deacon King Kong,James McBride,Historical Fiction,1
635,Song Yet Sung,James McBride,Historical Fiction,1
636,The Color of Water,James McBride,Memoir,1
637,The Bluest Eye,Toni Morrison,Fiction,1
638,The New Jim Crow,Michelle Alexander,Non-Fiction,1
639,Just Mercy,Bryan Stevenson,Memoir,1
640,The Fire Next Time,James Baldwin,Essays,1
641,Go Tell It on the Mountain,James Baldwin,Fiction,1
642,Giovanni's Room,James Baldwin,Fiction,1
643,Another Country,James Baldwin,Fiction,1
644,If Beale Street Could Talk,James Baldwin,Fiction,1
645,Notes of a Native Son,James Baldwin,Essays,1
646,The Price of the Ticket,James Baldwin,Essays,1
647,Nobody Knows My Name,James Baldwin,Essays,1
648,The Cross of Redemption,James Baldwin,Essays,1
649,Native Son,Richard Wright,Fiction,1
650,Black Boy,Richard Wright,Autobiography,1
651,Uncle Tom's Children,Richard Wright,Short Stories,1
652,Invisible Man,Ralph Ellison,Fiction,1
653,Juneteenth,Ralph Ellison,Fiction,1
654,Shadow and Act,Ralph Ellison,Essays,1
655,Going to the Territory,Ralph Ellison,Essays,1
656,Three Days Before the Shooting,Ralph Ellison,Fiction,1
657,The Autobiography of Malcolm X,Malcolm X and Alex Haley,Autobiography,1
658,Soul on Ice,Eldridge Cleaver,Memoir,1
659,The Souls of Black Folk,W.E.B. Du Bois,Non-Fiction,1
660,Black Reconstruction in America,W.E.B. Du Bois,Non-Fiction,1
661,Black No More,George Schuyler,Satire,1
662,The Street,Ann Petry,Fiction,1
663,The Narrows,Ann Petry,Fiction,1
664,Passing,Nella Larsen,Fiction,1
665,Quicksand,Nella Larsen,Fiction,1
666,Not Without Laughter,Langston Hughes,Fiction,1
667,The Ways of White Folks,Langston Hughes,Short Stories,1
668,The Big Sea,Langston Hughes,Autobiography,1
669,I Wonder as I Wander,Langston Hughes,Autobiography,1
670,The Collected Poems of Langston Hughes,Langston Hughes,Poetry,1
671,Cane,Jean Toomer,Fiction/Poetry,1
672,The Blacker the Berry,Wallace Thurman,Fiction,1
673,Home to Harlem,Claude McKay,Fiction,1
674,Banjo,Claude McKay,Fiction,1
675,A Long Way from Home,Claude McKay,Autobiography,1
676,Jonah's Gourd Vine,Zora Neale Hurston,Fiction,1
677,Mules and Men,Zora Neale Hurston,Non-Fiction,1
678,Tell My Horse,Zora Neale Hurston,Non-Fiction,1
679,Moses Man of the Mountain,Zora Neale Hurston,Fiction,1
680,Seraph on the Suwanee,Zora Neale Hurston,Fiction,1
681,Dust Tracks on a Road,Zora Neale Hurston,Autobiography,1
682,Maud Martha,Gwendolyn Brooks,Fiction,1
683,A Street in Bronzeville,Gwendolyn Brooks,Poetry,1
684,Annie Allen,Gwendolyn Brooks,Poetry,1
685,The Bean Eaters,Gwendolyn Brooks,Poetry,1
686,In the Mecca,Gwendolyn Brooks,Poetry,1
687,Riot,Gwendolyn Brooks,Poetry,1
688,The Collected Poems of Gwendolyn Brooks,Gwendolyn Brooks,Poetry,1
689,A Raisin in the Sun,Lorraine Hansberry,Drama,1
690,To Be Young Gifted and Black,Lorraine Hansberry,Autobiography,1
691,The Sign in Sidney Brustein's Window,Lorraine Hansberry,Drama,1
692,Les Blancs,Lorraine Hansberry,Drama,1
693,Corregidora,Gayl Jones,Fiction,1
694,Eva's Man,Gayl Jones,Fiction,1
695,The Healing,Gayl Jones,Fiction,1
696,Mosquito,Gayl Jones,Fiction,1
697,Palmares,Gayl Jones,Fiction,1
698,Meridian,Alice Walker,Fiction,1
699,The Third Life of Grange Copeland,Alice Walker,Fiction,1
700,You Can't Keep a Good Woman Down,Alice Walker,Short Stories,1
701,In Love & Trouble,Alice Walker,Short Stories,1
702,The Temple of My Familiar,Alice Walker,Fiction,1
703,Possessing the Secret of Joy,Alice Walker,Fiction,1
704,By the Light of My Father's Smile,Alice Walker,Fiction,1
705,Now Is the Time to Open Your Heart,Alice Walker,Fiction,1
706,Anything We Love Can Be Saved,Alice Walker,Essays,1
707,In Search of Our Mothers' Gardens,Alice Walker,Essays,1
708,Living by the Word,Alice Walker,Essays,1
709,The Same River Twice,Alice Walker,Memoir,1
710,The Chicken Chronicles,Alice Walker,Memoir,1
711,The Way Forward Is with a Broken Heart,Alice Walker,Short Stories,1
712,Hard Times Require Furious Dancing,Alice Walker,Poetry,1
713,Taking the Arrow Out of the Heart,Alice Walker,Poetry,1
714,Everyday Use,Alice Walker,Short Story,1
715,The Autobiography of Miss Jane Pittman,Ernest J. Gaines,Fiction,1
716,A Lesson Before Dying,Ernest J. Gaines,Fiction,1
717,The Sky Is Gray,Ernest J. Gaines,Short Story,1
718,A Gathering of Old Men,Ernest J. Gaines,Fiction,1
719,In My Father's House,Ernest J. Gaines,Fiction,1
720,Of Love and Dust,Ernest J. Gaines,Fiction,1
721,Bloodline,Ernest J. Gaines,Short Stories,1
722,Catherine Carmier,Ernest J. Gaines,Fiction,1
723,Conversations with Ernest Gaines,Ernest J. Gaines,Interviews,1
724,Mozart and Leadbelly,Ernest J. Gaines,Essays,1
725,The Women of Brewster Place,Gloria Naylor,Fiction,1
726,Linden Hills,Gloria Naylor,Fiction,1
727,Mama Day,Gloria Naylor,Fiction,1
728,Bailey's Cafe,Gloria Naylor,Fiction,1
729,The Men of Brewster Place,Gloria Naylor,Fiction,1
730,Brown Girl Brownstones,Paule Marshall,Fiction,1
731,Praisesong for the Widow,Paule Marshall,Fiction,1
732,Daughters,Paule Marshall,Fiction,1
733,The Fisher King,Paule Marshall,Fiction,1
734,Soul Clap Hands and Sing,Paule Marshall,Fiction,1
735,The Chosen Place the Timeless People,Paule Marshall,Fiction,1
736,Triangular Road,Paule Marshall,Memoir,1
737,Gorilla My Love,Toni Cade Bambara,Short Stories,1
738,The Salt Eaters,Toni Cade Bambara,Fiction,1
739,Those Bones Are Not My Child,Toni Cade Bambara,Fiction,1
740,The Sea Birds Are Still Alive,Toni Cade Bambara,Short Stories,1
741,Deep Sightings & Rescue Missions,Toni Cade Bambara,Fiction,1
742,If He Hollers Let Him Go,Chester Himes,Fiction,1
743,The Third Generation,Chester Himes,Fiction,1
744,Lonely Crusade,Chester Himes,Fiction,1
745,Cast the First Stone,Chester Himes,Fiction,1
746,The End of a Primitive,Chester Himes,Fiction,1
747,A Rage in Harlem,Chester Himes,Fiction,1
748,The Real Cool Killers,Chester Himes,Fiction,1
749,The Crazy Kill,Chester Himes,Fiction,1
750,The Big Gold Dream,Chester Himes,Fiction,1
751,All Shot Up,Chester Himes,Fiction,1
752,Cotton Comes to Harlem,Chester Himes,Fiction,1
753,The Heat's On,Chester Himes,Fiction,1
754,Blind Man with a Pistol,Chester Himes,Fiction,1
755,Plan B,Chester Himes,Fiction,1
756,The Quality of Hurt,Chester Himes,Autobiography,1
757,My Life of Absurdity,Chester Himes,Autobiography,1
758,Devil in a Blue Dress,Walter Mosley,Fiction,1
759,A Red Death,Walter Mosley,Fiction,1
760,White Butterfly,Walter Mosley,Fiction,1
761,Black Betty,Walter Mosley,Fiction,1
762,A Little Yellow Dog,Walter Mosley,Fiction,1
763,Gone Fishin',Walter Mosley,Fiction,1
764,Bad Boy Brawly Brown,Walter Mosley,Fiction,1
765,Six Easy Pieces,Walter Mosley,Fiction,1
766,Little Scarlet,Walter Mosley,Fiction,1
767,Cinnamon Kiss,Walter Mosley,Fiction,1
768,Charcoal Joe,Walter Mosley,Fiction,1
769,Blood Grove,Walter Mosley,Fiction,1
770,Always Outnumbered Always Outgunned,Walter Mosley,Fiction,1
771,Walkin' the Dog,Walter Mosley,Fiction,1
772,The Man in My Basement,Walter Mosley,Fiction,1
773,The Right Mistake,Walter Mosley,Fiction,1
774,The Last Days of Ptolemy Grey,Walter Mosley,Fiction,1
775,Down the River unto the Sea,Walter Mosley,Fiction,1
776,John Woman,Walter Mosley,Fiction,1
777,RL's Dream,Walter Mosley,Fiction,1
778,47,Walter Mosley,Fiction,1
779,Killing Johnny Fry,Walter Mosley,Fiction,1
780,Diablerie,Walter Mosley,Fiction,1
781,The Tempest Tales,Walter Mosley,Fiction,1
782,The Gift of Fire / On the Head of a Pin,Walter Mosley,Fiction,1
783,Debbie Doesn't Do It Anymore,Walter Mosley,Fiction,1
784,Inside a Silver Box,Walter Mosley,Fiction,1
785,Futureland,Walter Mosley,Science Fiction,1
786,Blue Light,Walter Mosley,Science Fiction,1
787,The Wave,Walter Mosley,Science Fiction,1
788,Stepping Stone / The Love Machine,Walter Mosley,Science Fiction,1
789,What Next,Walter Mosley,Non-Fiction,1
790,Life Out of Context,Walter Mosley,Non-Fiction,1
791,This Year You Write Your Novel,Walter Mosley,Non-Fiction,1
792,Elements of Fiction,Walter Mosley,Non-Fiction,1
793,Workin' on the Chain Gang,Walter Mosley,Non-Fiction,1
794,The Long Fall,Walter Mosley,Fiction,1
795,Known to Evil,Walter Mosley,Fiction,1
796,When the Thrill Is Gone,Walter Mosley,Fiction,1
797,All I Did Was Shoot My Man,Walter Mosley,Fiction,1
798,And Sometimes I Wonder About You,Walter Mosley,Fiction,1
799,Trouble Is What I Do,Walter Mosley,Fiction,1
800,Blood Sucker,Walter Mosley,Fiction,1
801,The Last Best Kiss,Walter Mosley,Fiction,1
802,Blood Grove,Walter Mosley,Fiction,1
803,Fear Itself,Walter Mosley,Fiction,1
804,Fear of the Dark,Walter Mosley,Fiction,1
805,Fearless Jones,Walter Mosley,Fiction,1
806,Fear of the Dark,Walter Mosley,Fiction,1
807,Jazz,Toni Morrison,Fiction,1
808,A Mercy,Toni Morrison,Fiction,1
809,The Bondwoman's Narrative,Hannah Crafts,Fiction,1
810,Our Nig,Harriet E. Wilson,Fiction,1
811,Jubilee,Margaret Walker,Fiction,1
812,For colored girls who have considered suicide / when the rainbow is enuf,Ntozake Shange,Play,1
813,Sassafrass Cypress & Indigo,Ntozake Shange,Fiction,1
814,Betsey Brown,Ntozake Shange,Fiction,1
815,Liliane,Ntozake Shange,Fiction,1
816,Some Sing Some Cry,Ntozake Shange & Ifa Bayeza,Fiction,1
817,If Beale Street Could Talk,James Baldwin,Fiction,1
818,The Fire Next Time,James Baldwin,Non-Fiction,1
819,Giovanni's Room,James Baldwin,Fiction,1
820,Another Country,James Baldwin,Fiction,1
821,Go Tell It on the Mountain,James Baldwin,Fiction,1
822,Notes of a Native Son,James Baldwin,Non-Fiction,1
823,Nobody Knows My Name,James Baldwin,Non-Fiction,1
824,The Devil Finds Work,James Baldwin,Non-Fiction,1
825,Just Above My Head,James Baldwin,Fiction,1
826,The Evidence of Things Not Seen,James Baldwin,Non-Fiction,1
827,The Cross of Redemption,James Baldwin,Non-Fiction,1
828,No Name in the Street,James Baldwin,Non-Fiction,1
829,Jimmy's Blues and Other Poems,James Baldwin,Poetry,1
830,The Amen Corner,James Baldwin,Play,1
831,Blues for Mister Charlie,James Baldwin,Play,1
832,Tell Me How Long the Train's Been Gone,James Baldwin,Fiction,1
833,If I Stop Now,James Baldwin,Fiction,1
834,The Welcome Table,James Baldwin,Fiction,1
835,Little Man Little Man,James Baldwin,Children's Literature,1
836,I Am Not Your Negro,James Baldwin (adapted by Raoul Peck),Non-Fiction,1
837,The Last Interview and Other Conversations,James Baldwin,Interviews,1
838,The Price of the Ticket,James Baldwin,Non-Fiction,1
839,Native Son,Richard Wright,Fiction,1
840,Black Boy,Richard Wright,Autobiography,1
841,Uncle Tom's Children,Richard Wright,Short Stories,1
842,The Outsider,Richard Wright,Fiction,1
843,Savage Holiday,Richard Wright,Fiction,1
844,The Long Dream,Richard Wright,Fiction,1
845,Eight Men,Richard Wright,Short Stories,1
846,Lawd Today!,Richard Wright,Fiction,1
847,Black Power,Richard Wright,Non-Fiction,1
848,White Man Listen!,Richard Wright,Non-Fiction,1
849,Pagan Spain,Richard Wright,Non-Fiction,1
850,12 Million Black Voices,Richard Wright,Non-Fiction,1
851,The Color Curtain,Richard Wright,Non-Fiction,1
852,American Hunger,Richard Wright,Autobiography,1
853,Later Works,Richard Wright,Various,1
854,The Man Who Lived Underground,Richard Wright,Fiction,1
855,Rite of Passage,Richard Wright,Fiction,1
856,A Father's Law,Richard Wright,Fiction,1
857,Haiku: This Other World,Richard Wright,Poetry,1
858,The God That Failed,Richard Wright (contributor),Non-Fiction,1
859,The Last Interview and Other Conversations,Richard Wright,Interviews,1
860,Invisible Man,Ralph Ellison,Fiction,1
861,Shadow and Act,Ralph Ellison,Essays,1
862,Going to the Territory,Ralph Ellison,Essays,1
863,Flying Home and Other Stories,Ralph Ellison,Short Stories,1
864,Juneteenth,Ralph Ellison,Fiction,1
865,Three Days Before the Shooting,Ralph Ellison,Fiction,1
866,The Collected Essays of Ralph Ellison,Ralph Ellison,Essays,1
867,Trading Twelves,Ralph Ellison & Albert Murray,Letters,1
868,Living with Music,Ralph Ellison,Essays,1
869,The Last Interview and Other Conversations,Ralph Ellison,Interviews,1
870,The Invisible Man,H.G. Wells,Science Fiction,1
871,The Time Machine,H.G. Wells,Science Fiction,1
872,The War of the Worlds,H.G. Wells,Science Fiction,1
873,The Island of Doctor Moreau,H.G. Wells,Science Fiction,1
874,The First Men in the Moon,H.G. Wells,Science Fiction,1
875,The Food of the Gods,H.G. Wells,Science Fiction,1
876,In the Days of the Comet,H.G. Wells,Science Fiction,1
877,The World Set Free,H.G. Wells,Science Fiction,1
878,The Shape of Things to Come,H.G. Wells,Science Fiction,1
879,The Sleeper Awakes,H.G. Wells,Science Fiction,1
880,The Invisible Man,H.G. Wells,Science Fiction,1
881,The War in the Air,H.G. Wells,Science Fiction,1
882,Men Like Gods,H.G. Wells,Science Fiction,1
883,The Dream,H.G. Wells,Science Fiction,1
884,Star Begotten,H.G. Wells,Science Fiction,1
885,The Croquet Player,H.G. Wells,Science Fiction,1
886,The Outline of History,H.G. Wells,Non-Fiction,1
887,A Short History of the World,H.G. Wells,Non-Fiction,1
888,The Science of Life,H.G. Wells,Non-Fiction,1
889,The Work Wealth and Happiness of Mankind,H.G. Wells,Non-Fiction,1
890,Tono-Bungay,H.G. Wells,Fiction,1
891,Ann Veronica,H.G. Wells,Fiction,1
892,The History of Mr Polly,H.G. Wells,Fiction,1
893,Kipps,H.G. Wells,Fiction,1
894,Love and Mr Lewisham,H.G. Wells,Fiction,1
895,The Wheels of Chance,H.G. Wells,Fiction,1
896,The New Machiavelli,H.G. Wells,Fiction,1
897,Boon,H.G. Wells,Fiction,1
898,The Research Magnificent,H.G. Wells,Fiction,1
899,The Wonderful Visit,H.G. Wells,Fiction,1
900,The Sea Lady,H.G. Wells,Fiction,1
901,The Wife of Sir Isaac Harman,H.G. Wells,Fiction,1
902,The Undying Fire,H.G. Wells,Fiction,1
903,The Soul of a Bishop,H.G. Wells,Fiction,1
904,The Secret Places of the Heart,H.G. Wells,Fiction,1
905,Meanwhile,H.G. Wells,Fiction,1
906,The Autocracy of Mr Parham,H.G. Wells,Fiction,1
907,The Bulpington of Blup,H.G. Wells,Fiction,1
908,The Holy Terror,H.G. Wells,Fiction,1
909,Apropos of Dolores,H.G. Wells,Fiction,1
910,Brynhild,H.G. Wells,Fiction,1
911,The Happy Turning,H.G. Wells,Fiction,1
912,All Aboard for Ararat,H.G. Wells,Fiction,1
913,The Camford Visitation,H.G. Wells,Fiction,1
914,The Short Stories of H.G. Wells,H.G. Wells,Short Stories,1
915,The Door in the Wall and Other Stories,H.G. Wells,Short Stories,1
916,The Country of the Blind and Other Stories,H.G. Wells,Short Stories,1
917,The Stolen Bacillus and Other Incidents,H.G. Wells,Short Stories,1
918,The Plattner Story and Others,H.G. Wells,Short Stories,1
919,Tales of Space and Time,H.G. Wells,Short Stories,1
920,Twelve Stories and a Dream,H.G. Wells,Short Stories,1
921,The Collected Short Stories of H.G. Wells,H.G. Wells,Short Stories,1
922,Experiment in Autobiography,H.G. Wells,Autobiography,1
923,The Last Interview and Other Conversations,H.G. Wells,Interviews,1
924,The Brothers Karamazov,Fyodor Dostoevsky,Fiction,1
925,Crime and Punishment,Fyodor Dostoevsky,Fiction,1
926,The Idiot,Fyodor Dostoevsky,Fiction,1
927,Demons,Fyodor Dostoevsky,Fiction,1
928,The Adolescent,Fyodor Dostoevsky,Fiction,1
929,Notes from Underground,Fyodor Dostoevsky,Fiction,1
930,The Gambler,Fyodor Dostoevsky,Fiction,1
931,White Nights,Fyodor Dostoevsky,Fiction,1
932,The Double,Fyodor Dostoevsky,Fiction,1
933,Poor Folk,Fyodor Dostoevsky,Fiction,1
934,The House of the Dead,Fyodor Dostoevsky,Fiction,1
935,The Insulted and Injured,Fyodor Dostoevsky,Fiction,1
936,The Village of Stepanchikovo,Fyodor Dostoevsky,Fiction,1
937,The Eternal Husband,Fyodor Dostoevsky,Fiction,1
938,A Writer's Diary,Fyodor Dostoevsky,Non-Fiction,1
939,The Diary of a Writer,Fyodor Dostoevsky,Non-Fiction,1
940,Winter Notes on Summer Impressions,Fyodor Dostoevsky,Non-Fiction,1
941,Complete Letters,Fyodor Dostoevsky,Letters,1
942,The Grand Inquisitor,Fyodor Dostoevsky,Fiction,1
943,Notes from a Dead House,Fyodor Dostoevsky,Fiction,1
944,The Dream of a Ridiculous Man,Fyodor Dostoevsky,Fiction,1
945,The Double and The Gambler,Fyodor Dostoevsky,Fiction,1
946,The Best Short Stories of Fyodor Dostoevsky,Fyodor Dostoevsky,Short Stories,1
947,War and Peace,Leo Tolstoy,Fiction,1
948,Anna Karenina,Leo Tolstoy,Fiction,1
949,The Death of Ivan Ilyich,Leo Tolstoy,Fiction,1
950,Resurrection,Leo Tolstoy,Fiction,1
951,The Cossacks,Leo Tolstoy,Fiction,1
952,The Kreutzer Sonata,Leo Tolstoy,Fiction,1
953,Hadji Murat,Leo Tolstoy,Fiction,1
954,Childhood,Leo Tolstoy,Fiction,1
955,Boyhood,Leo Tolstoy,Fiction,1
956,Youth,Leo Tolstoy,Fiction,1
957,Sevastopol Sketches,Leo Tolstoy,Fiction,1
958,The Forged Coupon,Leo Tolstoy,Fiction,1
959,The Devil,Leo Tolstoy,Fiction,1
960,Father Sergius,Leo Tolstoy,Fiction,1
961,The Raid,Leo Tolstoy,Fiction,1
962,A Confession,Leo Tolstoy,Non-Fiction,1
963,The Kingdom of God Is Within You,Leo Tolstoy,Non-Fiction,1
964,What Is Art?,Leo Tolstoy,Non-Fiction,1
965,A Calendar of Wisdom,Leo Tolstoy,Non-Fiction,1
966,The Law of Love and the Law of Violence,Leo Tolstoy,Non-Fiction,1
967,What Then Must We Do?,Leo Tolstoy,Non-Fiction,1
968,Tolstoy's Diaries,Leo Tolstoy,Diaries,1
969,Tolstoy's Letters,Leo Tolstoy,Letters,1
970,The Collected Short Fiction of Leo Tolstoy,Leo Tolstoy,Short Stories,1
971,Master and Man,Leo Tolstoy,Fiction,1
972,How Much Land Does a Man Need?,Leo Tolstoy,Fiction,1
973,The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,Fiction,1
974,Childhood Boyhood Youth,Leo Tolstoy,Fiction,1
975,The Gospel in Brief,Leo Tolstoy,Non-Fiction,1
976,On Life and Essays on Religion,Leo Tolstoy,Non-Fiction,1
977,Family Happiness,Leo Tolstoy,Fiction,1
978,The Power of Darkness,Leo Tolstoy,Play,1
979,The Living Corpse,Leo Tolstoy,Play,1
980,The Light Shines in Darkness,Leo Tolstoy,Play,1
981,Fruits of Culture,Leo Tolstoy,Play,1
982,The Cause of It All,Leo Tolstoy,Play,1
983,The First Distiller,Leo Tolstoy,Play,1
984,The Wisdom of Leo Tolstoy,Leo Tolstoy,Non-Fiction,1
985,Patriotism and Government,Leo Tolstoy,Non-Fiction,1
986,Last Steps: The Late Writings of Leo Tolstoy,Leo Tolstoy,Non-Fiction,1
987,Divine and Human and Other Stories,Leo Tolstoy,Fiction,1
